id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,totalSpent,userId
5ff726790a7214ada1000602,5,All-receipts receipt bonus,1610032761000,1610032761000,1610032767000,1610032767000,1610032762000,5,1609946361000,2,1,5ff7264e8f142f11dd189504
5ff750050a7214ada1000633,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610043397000,1610043397000,1610043397000,1610043397000,1610043397000,1800,1610043397000,1,10,5ff75004b3348b11c9336bd6
5ff74ffb0a720f0523000620,45,COMPLETE_PARTNER_RECEIPT,1610043387000,1610043387000,1610043388000,1610043388000,1610043388000,350,1609956987000,1,1,5ff74f3db3348b11c93361d1
5ff74ff50a720f052300061e,5,All-receipts receipt bonus,1610043381000,1610043381000,1610043382000,1610043382000,1610043382000,5,1609956981000,1,1,5ff74f3db3348b11c93361d1
5ff794640a720f052300063b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609866500000,1609866500000,1610039306000,1610039306000,1610039306000,3750,1609848000000,2,21,5ff79464b3348b11c933738b
5ff726810a720f05230005ea,5,All-receipts receipt bonus,1610032769000,1610032769000,1610032775000,1610032775000,1610032770000,5,1609946369000,2,1,5ff7264e8f142f11dd189504
5ff73be10a7214ada1000619,,,1610038241000,1610038241000,,1610038241000,,8700,1612716641000,10,290,5ff73b90eb7c7d31ca8a452b
5ff73bae0a720f0523000600,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610038190000,1610038190000,1610038196000,1610038196000,1610038191000,150,1609951790000,2,1,5ff73b90eb7c7d31ca8a452b
5ff73be90a720f052300060a,,,1610038249000,1610038249000,,1610038249000,,,,0,0,5ff73be9eb7c7d31ca8a45bc
5ff7265a0a7214ada10005fb,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610032730000,1610032730000,1610032731000,1610032735000,1610032731000,760,1609946330000,1,1,5ff7264e8f142f11dd189504
5ff7942e0a720f0523000637,5,All-receipts receipt bonus,1609888046000,1609888046000,1610060856000,1610060856000,1609996049000,2005,1609801646000,2,1,5ff7930fb3348b11c93372a6
5ff794600a7214ada1000647,,,1609996096000,1609996096000,,1610039297000,,,,0,0,5ff7946004929111f6e90ceb
5ff726a40a720f05230005fa,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610032804000,1610032804000,,1610032805000,1610032805000,810,1609946404000,5,13,5ff726a38f142f11dd1895dc
5ff794130a7214ada1000640,5,All-receipts receipt bonus,1609888019000,1609888019000,1610060828000,1610060828000,1609996022000,2005,1609801618000,2,1,5ff7930fb3348b11c93372a6
5ff726640a720f05230005e6,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610032740000,1610032740000,1610033642000,1610033642000,1610032741000,250,1609891200000,5,50,5ff7264e8f142f11dd189504
5ff793dd0a720f0523000633,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609607165000,1609607165000,,1610039177000,1609974376000,780,1609520765000,4,12,5ff793dd04929111f6e90c69
5ff726860a720f05230005ec,,,1610032774000,1610032774000,,1610032774000,,,,,,5ff7264e8f142f11dd189504
5ff8da4e0a720f05c5000012,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144334000,1610144334000,1610144335000,1610144340000,1610144335000,750,1610057934000,1,3.25,5ff8da4e04929111f6e91462
5ff873de0a720f0523000648,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118110000,1610118110000,1610118110000,1610118115000,1610118110000,500,1610064000000,4,23,5ff873ddb3348b11c9337733
5ff8740c0a720f0523000659,25,COMPLETE_NONPARTNER_RECEIPT,1610118156000,1610118156000,1610118157000,1610118157000,1610118157000,25,1609459200000,1,10,5ff873d1b3348b11c9337716
5ff8da4c0a720f05c5000011,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144332000,1610144332000,,1610144332000,1610144332000,150,1610057932000,1,1,5ff8da28b3348b11c9337ac6
5ff8da860a720f05c5000022,5,All-receipts receipt bonus,1610144390000,1610144390000,1610144391000,1610144396000,1610144390000,5,1610057990000,2,11,5ff8da28b3348b11c9337ac6
5ff8da7c0a7214adca000020,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144380000,1610144380000,1610144380000,1610144385000,1610144380000,750,1610064000000,4,27,5ff8da7c04929111f6e914de
5ff8da650a7214adca00001e,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144357000,1610144357000,,1610144359000,1610144359000,810,1610057957000,5,13,5ff8da65b3348b11c9337b29
5ff8da540a7214adca000017,5,All-receipts receipt bonus,1610144340000,1610144340000,1610144345000,1610144345000,1610144340000,5,1610057940000,2,1,5ff8da28b3348b11c9337ac6
5ff873f10a720f052300064f,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118129000,1610118129000,,1610118130000,,9200,1612796530000,10,290,5ff873d1b3348b11c9337716
5ff874170a7214ada100065f,25,COMPLETE_NONPARTNER_RECEIPT,1610118167000,1610118167000,1610118167000,1610118167000,1610118167000,25,1609459200000,1,10,5ff873d1b3348b11c9337716
5ff8da680a720f05c5000019,5,All-receipts receipt bonus,1610144360000,1610144360000,1610144361000,1610144361000,1610144361000,1005,1610057960000,1,1,54943462e4b07e684157a532
5ff873e30a720f052300064c,5,All-receipts receipt bonus,1610118115000,1610118115000,1610118116000,1610118120000,1610118116000,5,1610064000000,1,28,5ff873ddb3348b11c9337733
5ff8cea10a7214adca00000b,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609968545000,1609968545000,1610141355000,1610141355000,1610141355000,1999.6,1609882145000,2,1,5ff8ce8504929111f6e913cb
5ff874050a7214ada100065d,5,All-receipts receipt bonus,1610118149000,1610118149000,1610118154000,1610118154000,1610118149000,5,1610031749000,2,1,5ff873d1b3348b11c9337716
5ff8da620a7214adca00001d,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144354000,1610144354000,,1610144355000,1610144354000,750,1610057954000,1,1,5ff8da62b3348b11c9337b21
5ff8da820a720f05c5000020,5,All-receipts receipt bonus,1610144386000,1610144386000,1610144386000,1610144391000,1610144386000,5,1610064000000,2,20,5ff8da7eb3348b11c9337b72
5ff8da390a7214adca000013,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144313000,1610144313000,1610144314000,1610144314000,1610144314000,350,1609459200000,1,10,5ff8da28b3348b11c9337ac6
5ff873df0a7214ada1000652,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118111000,1610118111000,1610118111000,1610118116000,1610118111000,300,1610064000000,2,24,5ff873ddb3348b11c9337733
5ff8da7f0a7214adca000022,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144383000,1610144383000,1610144383000,1610144388000,1610144383000,250,1610064000000,4,26,5ff8da7eb3348b11c9337b72
5ff8da7f0a720f05c500001d,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144383000,1610144383000,1610144383000,1610144388000,1610144383000,500,1610064000000,5,20,5ff8da7eb3348b11c9337b72
5ff8da800a720f05c500001e,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610144383000,1610144383000,1610144384000,1610144389000,1610144384000,300,1610064000000,2,28,5ff8da7eb3348b11c9337b72
5ff8c4fb0a7214adca000006,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610138875000,1610138875000,1610138876000,1610138876000,1610138876000,600,1609459200000,1,10,5ff8c4e8b3348b11c9337a11
5fa5b0ca0a720f05ef0000bf,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604607818000,1604607818000,1610142240000,1610142240000,1610142240000,189.2,1604521418000,6,14,5fa5b0b720dc5111dd86dcc1
5ff873f90a720f0523000651,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118137000,1610118137000,1610118137000,1610118137000,1610118137000,250,1610031737000,1,1,5ff873d1b3348b11c9337716
5ff8c8880a7214adca000008,,,1610139784000,1610139784000,1610139785000,1610139785000,,0,1610064000000,2,6.18,5ff8c88604929111f6e913b7
5ff8da570a720f05c5000015,,,1610144343000,1610144343000,,1610144344000,,,,0,0,5ff8da28b3348b11c9337ac6
5ff873d40a720f0523000644,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610118100000,1610118100000,1610118104000,1610118108000,1610118104000,750,1610064000000,8,23,5ff873d304929111f6e91096
5ff8c3a20a7214adca000005,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610138530000,1610138530000,1610138583000,1610138583000,1610138583000,600,1609459200000,1,10,5ff8c330b3348b11c9337a04
5ff8da550a720f05c5000014,5,All-receipts receipt bonus,1610144341000,1610144341000,1610144346000,1610144346000,1610144341000,1005,1610057941000,2,1,5ff8da28b3348b11c9337ac6
5ff8da7d0a720f05c500001c,,,1610144381000,1610144381000,,1610144381000,,,,0,0,5ff8da7db3348b11c9337b6a
5ffc98b70a720f05c500003d,5,All-receipts receipt bonus,1610353687000,1610353687000,1610371690000,1610371690000,1610371690000,5,1610287200000,1,3.09,5ffc98b604929111f6e923f5
5ffcb4d40a7214ad4e000017,,,1610396884000,1610396884000,1610396885000,1610396885000,1610396885000,100,1609718400000,1,10,5ffcb47d04929111f6e9256c
5ffc8ffc0a720f05c5000036,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387452000,1610387452000,1610387452000,1610387457000,1610387452000,150,1610323200000,1,20,5ffc8ff9b3348b11c9338896
5ffc9d8c0a7214adca000049,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390924000,1610390924000,,1610390925000,1610390925000,750,1610304524000,1,1,5ffc9d8cb3348b11c9338927
5ffc9da40a7214adca000050,5,All-receipts receipt bonus,1610390948000,1610390948000,1610390948000,1610390953000,1610390948000,5,1610323200000,5,21,5ffc9da0b3348b11c9338951
5ffc9daa0a7214adca000054,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390954000,1610390954000,1610390955000,1610390955000,1610390955000,350,1609718400000,1,10,5ffc9d87b3348b11c9338920
5ffc8cc20a720f05c5000026,,,1610350626000,1610350626000,1610368681000,1610368681000,,0,1610287200000,1,3.09,5ffc8cc104929111f6e922a3
5ffc9da10a720f05c5000043,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390945000,1610390945000,1610390945000,1610390950000,1610390945000,750,1610323200000,4,21,5ffc9da0b3348b11c9338951
5ffcb4b90a720f051500000c,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396857000,1610396857000,1610396858000,1610396862000,1610396858000,750,1610323200000,5,22,5ffcb4b9b3348b11c9338ae7
5ffca2f30a720f05c5000054,5,All-receipts receipt bonus,1610356307000,1610356307000,1610374310000,1610374310000,1610374310000,5,1610287200000,1,3.09,5ffca2f3b3348b11c9338a10
5ffcb4900a720f0515000002,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396816000,1610396816000,,1610396817000,,8950,1613075216000,10,290,5ffcb47d04929111f6e9256c
5ffc8fa40a720f05c5000028,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387364000,1610387364000,1610387370000,1610387370000,1610387364000,300,1610300964000,2,1,5ffc8f9704929111f6e922bf
5ffc92a20a7214adca000046,5,All-receipts receipt bonus,1610352130000,1610352130000,1610370139000,1610370139000,1610370139000,5,1610287200000,1,3.09,5ffc92a104929111f6e923cb
5ffc8fe80a720f05c5000031,5,All-receipts receipt bonus,1610387432000,1610387432000,1610387433000,1610387433000,1610387433000,5,1610301031000,1,1,54943462e4b07e684157a532
5ffc9da10a7214adca00004d,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390945000,1610390945000,1610390946000,1610390950000,1610390946000,500,1610323200000,4,27,5ffc9da0b3348b11c9338951
5ffc9dc60a7214adca00005a,,,1610390982000,1610390982000,,1610390983000,,,1509321600000,3,3,5ffc9d87b3348b11c9338920
5ffcb48d0a7214ad4e000002,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396813000,1610396813000,,1610396815000,1610396815000,750,1610310413000,1,1,5ffcb48d04929111f6e92594
5ffc9da20a7214adca00004e,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390946000,1610390946000,1610390947000,1610390951000,1610390947000,300,1610323200000,4,29,5ffc9da0b3348b11c9338951
5ffc8fa90a720f05c500002a,5,All-receipts receipt bonus,1610387369000,1610387369000,1610387370000,1610387370000,1610387370000,5,1610387369000,1,2.23,5ffc8f9704929111f6e922bf
5ffc9dd00a720f05c5000051,25,COMPLETE_NONPARTNER_RECEIPT,1610390992000,1610390992000,,1610390992000,,25,1610304592000,1,1,5ffc9d87b3348b11c9338920
5ffcb4ad0a720f0515000009,5,All-receipts receipt bonus,1610396845000,1610396845000,1610396850000,1610396850000,1610396845000,5,1610310445000,2,1,5ffcb47d04929111f6e9256c
5ffcb4c10a7214ad4e000014,5,All-receipts receipt bonus,1610396865000,1610396865000,1610396865000,1610396870000,1610396865000,5,1610323200000,3,20,5ffcb4bc04929111f6e92608
5ffc9d9d0a720f05c5000042,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610390941000,1610390941000,1610390942000,1610390946000,1610390942000,750,1610323200000,2,26,5ffc9d9d04929111f6e9244f
5ffc9d9c0a7214adca00004b,5,All-receipts receipt bonus,1610390940000,1610390940000,,1610390945000,,5,1610323200000,1,10,5ffc9d9cb3348b11c933893f
5ffc8fa10a7214adca00002e,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387361000,1610387361000,1610387368000,1610387368000,1610387361000,250,1610300961000,2,1,5ffc8f9704929111f6e922bf
5ffcb4c90a7214ad4e000016,,,1610396873000,1610396873000,1610396874000,1610396874000,1610396873000,100,1609718400000,1,10,5ffcb47d04929111f6e9256c
5ffc8cb40a720f05c5000025,,,1610350612000,1610350612000,1610368616000,1610368616000,,0,1610287200000,1,3.09,5ffc8cb304929111f6e9229d
5ffcb4b80a7214ad4e00000d,5,All-receipts receipt bonus,1610396856000,1610396856000,,1610396861000,,5,1610323200000,1,10,5ffcb4b8b3348b11c9338ae1
5ffcb4a20a720f0515000006,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610396834000,1610396834000,1610396839000,1610396839000,1610396834000,100,1610310434000,2,1,5ffcb47d04929111f6e9256c
5ffc8f990a7214adca00002d,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610387353000,1610387353000,1610387358000,1610387358000,1610387358000,885,1610300953000,2,2,5ffc8f9704929111f6e922bf
5ffe1cbe0a7214ad28002843,,,1610489022000,1610489022000,1610489022000,1610489022000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce7db0a720f051500236e,,,1610409947000,1610409947000,1610409949000,1610409947000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce8570a7214ad4e003e6f,,,1610410071000,1610410071000,,1610410071000,,,,,,59c124bae4b0299e55b0f330
5ffce8310a7214ad4e003797,,,1610410033000,1610410033000,1610410034000,1610410033000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe19d90a7214ad28000e62,,,1610488281000,1610488281000,1610488281000,1610488281000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe1d030a720f05ac002c9e,,,1610489091000,1610489091000,1610489091000,1610489091000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce8250a7214ad4e0034de,,,1610410020000,1610410020000,,1610410020000,,,,,,59c124bae4b0299e55b0f330
5ffcefb00a720f0515005e8d,,,1610411952000,1610411952000,,1610411952000,,,,,,59c124bae4b0299e55b0f330
5ffce76e0a720f0515000b48,,,1610409838000,1610409838000,1610409840000,1610409838000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe23560a720f05ac006874,,,1610490710000,1610490710000,1610490710000,1610490710000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe22a20a720f05ac0061d7,,,1610490530000,1610490530000,1610490530000,1610490530000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe1dc20a7214ad28003180,,,1610489282000,1610489282000,1610489283000,1610489282000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce88b0a7214ad4e004b22,,,1610410122000,1610410122000,,1610410122000,,,,,,59c124bae4b0299e55b0f330
5ffce7a70a720f05150016b0,,,1610409895000,1610409895000,,1610409895000,,,,,,59c124bae4b0299e55b0f330
5ffe1aa90a7214ad280015e8,,,1610488489000,1610488489000,1610488489000,1610488489000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffcef5a0a720f0515004f1a,,,1610411866000,1610411866000,1610411866000,1610411866000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe23d70a7214ad280068f6,,,1610490839000,1610490839000,1610490839000,1610490839000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe18b10a7214ad280003d1,,,1610487985000,1610487985000,1610487985000,1610487985000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffcef630a720f05150050ae,,,1610411875000,1610411875000,1610411875000,1610411875000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce7ae0a7214ad4e001851,,,1610409901000,1610409901000,,1610409901000,,,,,,59c124bae4b0299e55b0f330
5ffce8150a7214ad4e0030a3,,,1610410004000,1610410004000,,1610410004000,,,,,,59c124bae4b0299e55b0f330
5ffe20290a720f05ac004a84,,,1610489897000,1610489897000,1610489897000,1610489897000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe1c520a7214ad2800245c,,,1610488914000,1610488914000,1610488914000,1610488914000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffe1b630a7214ad28001c79,,,1610488675000,1610488675000,1610488675000,1610488675000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce8250a720f0515003510,,,1610410021000,1610410021000,,1610410021000,,,,,,59c124bae4b0299e55b0f330
5ffe1fa40a7214ad2800427f,,,1610489764000,1610489764000,1610489764000,1610489764000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce78c0a7214ad4e001045,,,1610409867000,1610409867000,,1610409867000,,,,,,59c124bae4b0299e55b0f330
5ffe23cf0a720f05ac006cc2,,,1610490831000,1610490831000,1610490831000,1610490831000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffcef570a720f0515004e91,,,1610411863000,1610411863000,1610411863000,1610411863000,,,1610409600000,,28.57,59c124bae4b0299e55b0f330
5ffce8000a7214ad4e002b57,,,1610409982000,1610409982000,,1610409982000,,,,,,59c124bae4b0299e55b0f330
5fff26c20a7214ad4c00000a,5,All-receipts receipt bonus,1610557122000,1610557122000,1610557123000,1610557128000,1610557123000,5,1610496000000,2,29,5fff26bfb3348b03eb45bb32
5fff0f630a7214ad28006e2d,5,All-receipts receipt bonus,1610551139000,1610551139000,1610551140000,1610551140000,1610551140000,55,1610551139000,1,0.99,5fff0f4fb3348b03eb45abb0
5fff56370a720f05f3000033,45,COMPLETE_PARTNER_RECEIPT,1610569271000,1610569271000,1610569272000,1610569272000,1610569272000,50,1610482871000,1,1,54943462e4b07e684157a532
5fff4ca00a7214ad4c000029,,,1610566816000,1610566816000,1610566817000,1610566817000,1610566817000,800,1610480416000,9,89.91,5fff4beedf9ace121f0c17ea
5fff26ee0a720f05f300001a,25,COMPLETE_NONPARTNER_RECEIPT,1610557166000,1610557166000,1610557166000,1610557166000,1610557166000,25,1613235566000,1,1,5fff2698b3348b03eb45bb10
5fff4c910a720f05f3000026,,,1610566801000,1610566801000,1610566802000,1610566802000,1610566802000,250,1609286400000,5,49.95,5fff4beedf9ace121f0c17ea
5ffe17e20a720f05ac0000e7,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610487778000,1610487778000,,1610553654000,,750,1610409600000,1,2.29,5ffe115404929101d0aaebb2
5fff561b0a720f05f300002e,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610569243000,1610569243000,1610569245000,1610569245000,1610569245000,1750,1610569243000,1,10,5fff561abd4dff11dda8fa2b
5fff26fd0a720f05f300001d,5,All-receipts receipt bonus,1610557181000,1610557181000,,1610557181000,1610557181000,2005,1610470781000,1,1,5fff2698b3348b03eb45bb10
5fff26fb0a7214ad4c000019,25,COMPLETE_NONPARTNER_RECEIPT,1610557179000,1610557179000,1610557181000,1610557185000,1610557181000,35,1610470779000,1,1,5fff2698b3348b03eb45bb10
5fff564a0a7214ad4c000030,45,COMPLETE_PARTNER_RECEIPT,1610569290000,1610569290000,1610569290000,1610569290000,1610569290000,50,1610482890000,1,1,5fff55dabd4dff11dda8f5f1
5fff4c8e0a720f05f3000025,45,COMPLETE_PARTNER_RECEIPT,1610566798000,1610566798000,1610566798000,1610566798000,1610566798000,50,1610480398000,1,1,5fff4beedf9ace121f0c17ea
5fff4c810a720f05f3000023,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610566785000,1610566785000,1610566786000,1610566786000,1610566786000,250,1610480385000,1,10,5fff4beedf9ace121f0c17ea
5fff4c8a0a7214ad4c000025,5,All-receipts receipt bonus,1610566794000,1610566794000,1610566795000,1610566795000,1610566795000,5,1610258400000,5,49.95,5fff4beedf9ace121f0c17ea
5fff4c8c0a7214ad4c000026,5,All-receipts receipt bonus,1610566796000,1610566796000,1610566797000,1610566797000,1610566797000,5,1609567200000,5,49.95,5fff4beedf9ace121f0c17ea
5fff564d0a720f05f3000038,,,1610569293000,1610569293000,1610569293000,1610569293000,1610569293000,250,1610258400000,5,49.95,5fff55dabd4dff11dda8f5f1
5fff26cb0a7214ad4c00000e,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610557131000,1610557131000,1610557133000,1610557133000,1610557133000,295,1610470731000,2,2,5fff2698b3348b03eb45bb10
5fff4ca90a720f05f300002a,45,COMPLETE_PARTNER_RECEIPT,1610566825000,1610566825000,1610566826000,1610566826000,1610566826000,100,1610566825000,1,0.99,5fff4beedf9ace121f0c17ea
5fff0f8c0a7214ad28006e32,5,All-receipts receipt bonus,1610551180000,1610551180000,1610551180000,1610551180000,1610551180000,305,1610464780000,1,1,5fff0f4fb3348b03eb45abb0
5fff26990a720f05f300000b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610557081000,1610557081000,1610557984000,1610557984000,1610557084000,750,1610409600000,5,50,5fff2698b3348b03eb45bb10
5fff26c40a720f05f3000014,5,All-receipts receipt bonus,1610557124000,1610557124000,1610557125000,1610557129000,1610557125000,5,1610496000000,3,22,5fff26bfb3348b03eb45bb32
5fff26d70a7214ad4c00000f,5,All-receipts receipt bonus,1610557143000,1610557143000,1610557149000,1610557149000,1610557143000,5,1610470743000,2,1,5fff2698b3348b03eb45bb10
5fff26c60a7214ad4c00000c,5,All-receipts receipt bonus,1610557126000,1610557126000,1610557126000,1610557131000,1610557126000,5,1610496000000,1,22,5fff26bfb3348b03eb45bb32
5fff0f990a7214ad28006e36,45,COMPLETE_PARTNER_RECEIPT,1610551193000,1610551193000,1610551195000,1610551195000,1610551195000,50,1610464793000,1,1,54943462e4b07e684157a532
5fff566e0a720f05f300003f,5,All-receipts receipt bonus,1610569326000,1610569326000,1610569326000,1610569326000,1610569326000,5,1610085600000,5,49.95,5fff55dabd4dff11dda8f5f1
5fff26f10a7214ad4c000018,,,1610557169000,1610557169000,,1610557169000,,8700,1613235569000,10,290,5fff2698b3348b03eb45bb10
5fff4c710a7214ad4c00001d,5,All-receipts receipt bonus,1610566769000,1610566769000,1610566771000,1610566771000,1610566771000,5,1609443569000,1,1,54943462e4b07e684157a532
5fff562e0a720f05f300002f,5,All-receipts receipt bonus,1610569262000,1610569262000,1610569263000,1610569263000,1610569263000,5,1609446062000,1,1,54943462e4b07e684157a532
5fff4c960a720f05f3000027,,,1610566806000,1610566806000,1610566807000,1610566807000,1610566807000,91.2,1610480406000,4,18.2,5fff4beedf9ace121f0c17ea
5fff4c7d0a720f05f3000022,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610566781000,1610566781000,1610566782000,1610566782000,1610566782000,750,1610480381000,1,1,5fff4c7d61ffa811fdb0856f
6000b8770a720f05f3000069,5,All-receipts receipt bonus,1610659959000,1610659959000,1610659961000,1610659961000,1610659961000,5,1609536759000,1,1,54943462e4b07e684157a532
6000d4b10a720f05f3000076,5,All-receipts receipt bonus,1610667185000,1610667185000,1610667185000,1610667190000,1610667185000,5,1610582400000,3,21,6000d4abe2571211db395b5c
6000b8840a720f05f300006c,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610659972000,1610659972000,1610659972000,1610659972000,1610659972000,750,1610573572000,1,1,6000b884fb296c121a81ad3b
6000b8280a720f05f3000061,5,All-receipts receipt bonus,1610659880000,1610659880000,1610659881000,1610659881000,1610659881000,5,1610344800000,5,49.95,6000b7aefb296c121a8198b1
6000b8810a7214ad4c00005e,45,COMPLETE_PARTNER_RECEIPT,1610659969000,1610659969000,1610659970000,1610659970000,1610659970000,50,1610573569000,1,1,54943462e4b07e684157a532
6000d48d0a7214ad4c000063,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610667149000,1610667149000,1610668051000,1610668051000,1610667151000,500,1610496000000,5,50,6000d46cfb296c121a81b20c
6000d4b00a7214ad4c00006c,5,All-receipts receipt bonus,1610667184000,1610667184000,1610667184000,1610667189000,1610667184000,5,1610582400000,1,20,6000d4abe2571211db395b5c
6000d4d30a720f05f3000081,,,1610667219000,1610667219000,,1610667219000,,,1509321600000,3,3,6000d46cfb296c121a81b20c
6000b87d0a7214ad4c00005d,5,All-receipts receipt bonus,1610659965000,1610659965000,1610659966000,1610659966000,1610659966000,5,1610573565000,1,1,54943462e4b07e684157a532
6000b2be0a7214ad4c00004d,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610658494000,1610658494000,1610658502000,1610660204000,1610658502000,682.4,1610582400000,21,84.78,5e27526d0bdb6a138c32b556
6000c8460a720f05f300006f,,,1610664006000,1610664006000,1610664015000,1610664017000,1610664015000,837.4,1610582400000,21,101.75,5e27526d0bdb6a138c32b556
6000d4ae0a720f05f3000075,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610667182000,1610667182000,1610667183000,1610667188000,1610667183000,100,1610582400000,4,20,6000d4abe2571211db395b5c
